# case	id kind role ordinal parents locator (explicit) or digest (corpus)
holes_1	78e76e99afc79c3b257f3579bcf2592f edge bottom_edge 0 P0.s0 0 segment 0 start
holes_1	7d54bddfedbd7aced8f71d95b550cbac vertex bottom_vertex 0 P1.v2 1 vertex 2 start
holes_1	7d5c3194f9bd7aced8f71d980028bd1d vertex bottom_vertex 0 P1.v3 1 vertex 3 start
holes_1	7d63a54a05bd7aced8f71d9a4b00ae8e vertex bottom_vertex 0 P1.v0 1 vertex 0 start
holes_1	7d6b18ff11bd7aced8f71d9c95d89fff vertex bottom_vertex 0 P1.v1 1 vertex 1 start
holes_1	82c726e315f921a36ca68aa0c8b1e11c face wall 0 P0.s3 0 segment 3 both
holes_1	82ce9a9821f921a36ca68aa31389d28d face wall 0 P0.s2 0 segment 2 both
holes_1	82d60e4d2df921a36ca68aa55e61c3fe face wall 0 P0.s1 0 segment 1 both
holes_1	82dd820239f921a36ca68aa7a939b56f face wall 0 P0.s0 0 segment 0 both
holes_1	9654949bcf891a94c1e481f1033f32a0 vertex top_vertex 0 P1.v1 1 vertex 1 end
holes_1	965c0850db891a94c1e481f34e172411 vertex top_vertex 0 P1.v0 1 vertex 0 end
holes_1	96637c05e7891a94c1e481f598ef1582 vertex top_vertex 0 P1.v3 1 vertex 3 end
holes_1	966aefbaf3891a94c1e481f7e3c706f3 vertex top_vertex 0 P1.v2 1 vertex 2 end
holes_1	c75e33907f214a140187118819bfe414 face start_cap 0 P0.b0,P1.b0 cap start
holes_1	cc0ddbbd99058d0402561ec6fa1fab80 edge vertical 0 P1.v3 1 vertex 3 both
holes_1	cc154f72a5058d0402561ec944f79cf1 edge vertical 0 P1.v2 1 vertex 2 both
holes_1	cc1cc327b1058d0402561ecb8fcf8e62 edge vertical 0 P1.v1 1 vertex 1 both
holes_1	cc2436dcbd058d0402561ecddaa77fd3 edge vertical 0 P1.v0 1 vertex 0 both
holes_1	e6b854069efc02ec87f3908a6cb12534 edge top_edge 0 P1.s3 1 segment 3 end
holes_1	e6bfc7bbaafc02ec87f3908cb78916a5 edge top_edge 0 P1.s2 1 segment 2 end
holes_1	e6c73b70b6fc02ec87f3908f02610816 edge top_edge 0 P1.s1 1 segment 1 end
holes_1	e6ceaf25c2fc02ec87f390914d38f987 edge top_edge 0 P1.s0 1 segment 0 end
holes_1	e78f924b0e9a8dd08a6ebd6b3a1f3209 face end_cap 0 P0.b0,P1.b0 cap end
holes_1	e8daa2be2ec7a2b270e0ef4620e342f4 edge bottom_edge 0 P1.s0 1 segment 0 start
holes_1	e8e216733ac7a2b270e0ef486bbb3465 edge bottom_edge 0 P1.s1 1 segment 1 start
holes_1	e8e98a2846c7a2b270e0ef4ab69325d6 edge bottom_edge 0 P1.s2 1 segment 2 start
holes_1	e8f0fddd52c7a2b270e0ef4d016b1747 edge bottom_edge 0 P1.s3 1 segment 3 start
holes_1	f2d0b626b8f9281ab80844740d2a9f34 face wall 0 P1.s0 1 segment 0 both
holes_1	f2d829dbc4f9281ab8084476580290a5 face wall 0 P1.s1 1 segment 1 both
holes_1	f2df9d90d0f9281ab8084478a2da8216 face wall 0 P1.s2 1 segment 2 both
holes_1	f2e71145dcf9281ab808447aedb27387 face wall 0 P1.s3 1 segment 3 both
holes_2	043bd527e2bd81462458dd089385d2f8 vertex bottom_vertex 0 P0.v1 0 vertex 1 start
holes_2	044348dceebd81462458dd0ade5dc469 vertex bottom_vertex 0 P0.v0 0 vertex 0 start
holes_2	044abc91fabd81462458dd0d2935b5da vertex bottom_vertex 0 P0.v3 0 vertex 3 start
holes_2	0452304706bd81462458dd0f740da74b vertex bottom_vertex 0 P0.v2 0 vertex 2 start
holes_2	0470e703f351f88265fdf05e4bdfe590 face end_cap 0 P0.b0,P1.b0,P2.b0 cap end
holes_2	0f6d7d53da89141d7682c27e250a2b54 vertex top_vertex 0 P0.v2 0 vertex 2 end
holes_2	0f74f108e689141d7682c2806fe21cc5 vertex top_vertex 0 P0.v3 0 vertex 3 end
holes_2	0f7c64bdf289141d7682c282baba0e36 vertex top_vertex 0 P0.v0 0 vertex 0 end
holes_2	0f83d872fe89141d7682c2850591ffa7 vertex top_vertex 0 P0.v1 0 vertex 1 end
holes_2	2c17f84b61fa4078c3d28a2206bd28d9 edge seam 0 P2.v0 2 vertex 0 both
holes_2	45449349d405868cb6f45f5d474a69f8 edge vertical 0 P0.v0 0 vertex 0 both
holes_2	454c06fee005868cb6f45f5f92225b69 edge vertical 0 P0.v1 0 vertex 1 both
holes_2	45537ab3ec05868cb6f45f61dcfa4cda edge vertical 0 P0.v2 0 vertex 2 both
holes_2	455aee68f805868cb6f45f6427d23e4b edge vertical 0 P0.v3 0 vertex 3 both
holes_2	56c1e34a41fc0963d3554a5db129e34c edge top_edge 0 P0.s0 0 segment 0 end
holes_2	56c956ff4dfc0963d3554a5ffc01d4bd edge top_edge 0 P0.s1 0 segment 1 end
holes_2	56d0cab459fc0963d3554a6246d9c62e edge top_edge 0 P0.s2 0 segment 2 end
holes_2	56d83e6965fc0963d3554a6491b1b79f edge top_edge 0 P0.s3 0 segment 3 end
holes_2	64812a7013fc16526a18c93ed7e40f02 edge top_edge 0 P2.s0 2 segment 0 end
holes_2	78d1137a8bc79c3b257f3572dc6a84dc edge bottom_edge 0 P0.s3 0 segment 3 start
holes_2	78d8872f97c79c3b257f35752742764d edge bottom_edge 0 P0.s2 0 segment 2 start
holes_2	78dffae4a3c79c3b257f3577721a67be edge bottom_edge 0 P0.s1 0 segment 1 start
holes_2	78e76e99afc79c3b257f3579bcf2592f edge bottom_edge 0 P0.s0 0 segment 0 start
holes_2	7d54bddfedbd7aced8f71d95b550cbac vertex bottom_vertex 0 P1.v2 1 vertex 2 start
holes_2	7d5c3194f9bd7aced8f71d980028bd1d vertex bottom_vertex 0 P1.v3 1 vertex 3 start
holes_2	7d63a54a05bd7aced8f71d9a4b00ae8e vertex bottom_vertex 0 P1.v0 1 vertex 0 start
holes_2	7d6b18ff11bd7aced8f71d9c95d89fff vertex bottom_vertex 0 P1.v1 1 vertex 1 start
holes_2	80157f216ba79aab7033bc0b92eff409 face start_cap 0 P0.b0,P1.b0,P2.b0 cap start
holes_2	82c726e315f921a36ca68aa0c8b1e11c face wall 0 P0.s3 0 segment 3 both
holes_2	82ce9a9821f921a36ca68aa31389d28d face wall 0 P0.s2 0 segment 2 both
holes_2	82d60e4d2df921a36ca68aa55e61c3fe face wall 0 P0.s1 0 segment 1 both
holes_2	82dd820239f921a36ca68aa7a939b56f face wall 0 P0.s0 0 segment 0 both
holes_2	86a6b5bf81c7a929bc42b45ae3ac84e5 edge bottom_edge 0 P2.s0 2 segment 0 start
holes_2	909cc9280bf92e92036a0988cff3e125 face wall 0 P2.s0 2 segment 0 both
holes_2	9654949bcf891a94c1e481f1033f32a0 vertex top_vertex 0 P1.v1 1 vertex 1 end
holes_2	965c0850db891a94c1e481f34e172411 vertex top_vertex 0 P1.v0 1 vertex 0 end
holes_2	96637c05e7891a94c1e481f598ef1582 vertex top_vertex 0 P1.v3 1 vertex 3 end
holes_2	966aefbaf3891a94c1e481f7e3c706f3 vertex top_vertex 0 P1.v2 1 vertex 2 end
holes_2	b736b6b86fbbb85b14d61458eccec7d5 vertex seam_vertex 0 P2.v0 2 vertex 0 start
holes_2	bf165be1527a26fa624da2d02940eb9c vertex seam_vertex 1 P2.v0 2 vertex 0 end
holes_2	cc0ddbbd99058d0402561ec6fa1fab80 edge vertical 0 P1.v3 1 vertex 3 both
holes_2	cc154f72a5058d0402561ec944f79cf1 edge vertical 0 P1.v2 1 vertex 2 both
holes_2	cc1cc327b1058d0402561ecb8fcf8e62 edge vertical 0 P1.v1 1 vertex 1 both
holes_2	cc2436dcbd058d0402561ecddaa77fd3 edge vertical 0 P1.v0 1 vertex 0 both
holes_2	e6b854069efc02ec87f3908a6cb12534 edge top_edge 0 P1.s3 1 segment 3 end
holes_2	e6bfc7bbaafc02ec87f3908cb78916a5 edge top_edge 0 P1.s2 1 segment 2 end
holes_2	e6c73b70b6fc02ec87f3908f02610816 edge top_edge 0 P1.s1 1 segment 1 end
holes_2	e6ceaf25c2fc02ec87f390914d38f987 edge top_edge 0 P1.s0 1 segment 0 end
holes_2	e8daa2be2ec7a2b270e0ef4620e342f4 edge bottom_edge 0 P1.s0 1 segment 0 start
holes_2	e8e216733ac7a2b270e0ef486bbb3465 edge bottom_edge 0 P1.s1 1 segment 1 start
holes_2	e8e98a2846c7a2b270e0ef4ab69325d6 edge bottom_edge 0 P1.s2 1 segment 2 start
holes_2	e8f0fddd52c7a2b270e0ef4d016b1747 edge bottom_edge 0 P1.s3 1 segment 3 start
holes_2	f2d0b626b8f9281ab80844740d2a9f34 face wall 0 P1.s0 1 segment 0 both
holes_2	f2d829dbc4f9281ab8084476580290a5 face wall 0 P1.s1 1 segment 1 both
holes_2	f2df9d90d0f9281ab8084478a2da8216 face wall 0 P1.s2 1 segment 2 both
holes_2	f2e71145dcf9281ab808447aedb27387 face wall 0 P1.s3 1 segment 3 both
holes_3	008115e272f935094ecbc3509e34e808 face wall 0 P3.s2 3 segment 2 both
holes_3	008889977ef935094ecbc352e90cd979 face wall 0 P3.s3 3 segment 3 both
holes_3	008ffd4c8af935094ecbc35533e4caea face wall 0 P3.s0 3 segment 0 both
holes_3	0097710196f935094ecbc3577ebcbc5b face wall 0 P3.s1 3 segment 1 both
holes_3	043bd527e2bd81462458dd089385d2f8 vertex bottom_vertex 0 P0.v1 0 vertex 1 start
holes_3	044348dceebd81462458dd0ade5dc469 vertex bottom_vertex 0 P0.v0 0 vertex 0 start
holes_3	044abc91fabd81462458dd0d2935b5da vertex bottom_vertex 0 P0.v3 0 vertex 3 start
holes_3	0452304706bd81462458dd0f740da74b vertex bottom_vertex 0 P0.v2 0 vertex 2 start
holes_3	0f6d7d53da89141d7682c27e250a2b54 vertex top_vertex 0 P0.v2 0 vertex 2 end
holes_3	0f74f108e689141d7682c2806fe21cc5 vertex top_vertex 0 P0.v3 0 vertex 3 end
holes_3	0f7c64bdf289141d7682c282baba0e36 vertex top_vertex 0 P0.v0 0 vertex 0 end
holes_3	0f83d872fe89141d7682c2850591ffa7 vertex top_vertex 0 P0.v1 0 vertex 1 end
holes_3	2c17f84b61fa4078c3d28a2206bd28d9 edge seam 0 P2.v0 2 vertex 0 both
holes_3	45449349d405868cb6f45f5d474a69f8 edge vertical 0 P0.v0 0 vertex 0 both
holes_3	454c06fee005868cb6f45f5f92225b69 edge vertical 0 P0.v1 0 vertex 1 both
holes_3	45537ab3ec05868cb6f45f61dcfa4cda edge vertical 0 P0.v2 0 vertex 2 both
holes_3	455aee68f805868cb6f45f6427d23e4b edge vertical 0 P0.v3 0 vertex 3 both
holes_3	5661d457243dc42f325efedbbcc9a2c8 face end_cap 0 P0.b0,P1.b0,P2.b0,P3.b0 cap end
holes_3	56c1e34a41fc0963d3554a5db129e34c edge top_edge 0 P0.s0 0 segment 0 end
holes_3	56c956ff4dfc0963d3554a5ffc01d4bd edge top_edge 0 P0.s1 0 segment 1 end
holes_3	56d0cab459fc0963d3554a6246d9c62e edge top_edge 0 P0.s2 0 segment 2 end
holes_3	56d83e6965fc0963d3554a6491b1b79f edge top_edge 0 P0.s3 0 segment 3 end
holes_3	5d4a0d9303bd87bd6fba913312e28218 vertex bottom_vertex 0 P3.v0 3 vertex 0 start
holes_3	5d5181480fbd87bd6fba91355dba7389 vertex bottom_vertex 0 P3.v1 3 vertex 1 start
holes_3	5d58f4fd1bbd87bd6fba9137a89264fa vertex bottom_vertex 0 P3.v2 3 vertex 2 start
holes_3	5d6068b227bd87bd6fba9139f36a566b vertex bottom_vertex 0 P3.v3 3 vertex 3 start
holes_3	64812a7013fc16526a18c93ed7e40f02 edge top_edge 0 P2.s0 2 segment 0 end
holes_3	762c157ab589278358a7f58535712348 vertex top_vertex 0 P3.v3 3 vertex 3 end
holes_3	7633892fc189278358a7f587804914b9 vertex top_vertex 0 P3.v2 3 vertex 2 end
holes_3	763afce4cd89278358a7f589cb21062a vertex top_vertex 0 P3.v1 3 vertex 1 end
holes_3	76427099d989278358a7f58c15f8f79b vertex top_vertex 0 P3.v0 3 vertex 0 end
holes_3	78d1137a8bc79c3b257f3572dc6a84dc edge bottom_edge 0 P0.s3 0 segment 3 start
holes_3	78d8872f97c79c3b257f35752742764d edge bottom_edge 0 P0.s2 0 segment 2 start
holes_3	78dffae4a3c79c3b257f3577721a67be edge bottom_edge 0 P0.s1 0 segment 1 start
holes_3	78e76e99afc79c3b257f3579bcf2592f edge bottom_edge 0 P0.s0 0 segment 0 start
holes_3	7d54bddfedbd7aced8f71d95b550cbac vertex bottom_vertex 0 P1.v2 1 vertex 2 start
holes_3	7d5c3194f9bd7aced8f71d980028bd1d vertex bottom_vertex 0 P1.v3 1 vertex 3 start
holes_3	7d63a54a05bd7aced8f71d9a4b00ae8e vertex bottom_vertex 0 P1.v0 1 vertex 0 start
holes_3	7d6b18ff11bd7aced8f71d9c95d89fff vertex bottom_vertex 0 P1.v1 1 vertex 1 start
holes_3	82c726e315f921a36ca68aa0c8b1e11c face wall 0 P0.s3 0 segment 3 both
holes_3	82ce9a9821f921a36ca68aa31389d28d face wall 0 P0.s2 0 segment 2 both
holes_3	82d60e4d2df921a36ca68aa55e61c3fe face wall 0 P0.s1 0 segment 1 both
holes_3	82dd820239f921a36ca68aa7a939b56f face wall 0 P0.s0 0 segment 0 both
holes_3	86a6b5bf81c7a929bc42b45ae3ac84e5 edge bottom_edge 0 P2.s0 2 segment 0 start
holes_3	909cc9280bf92e92036a0988cff3e125 face wall 0 P2.s0 2 segment 0 both
holes_3	9654949bcf891a94c1e481f1033f32a0 vertex top_vertex 0 P1.v1 1 vertex 1 end
holes_3	965c0850db891a94c1e481f34e172411 vertex top_vertex 0 P1.v0 1 vertex 0 end
holes_3	96637c05e7891a94c1e481f598ef1582 vertex top_vertex 0 P1.v3 1 vertex 3 end
holes_3	966aefbaf3891a94c1e481f7e3c706f3 vertex top_vertex 0 P1.v2 1 vertex 2 end
holes_3	9bf7c8ab9430b1fe3311ede0eb1d0711 face start_cap 0 P0.b0,P1.b0,P2.b0,P3.b0 cap start
holes_3	b736b6b86fbbb85b14d61458eccec7d5 vertex seam_vertex 0 P2.v0 2 vertex 0 start
holes_3	bf165be1527a26fa624da2d02940eb9c vertex seam_vertex 1 P2.v0 2 vertex 0 end
holes_3	cc0ddbbd99058d0402561ec6fa1fab80 edge vertical 0 P1.v3 1 vertex 3 both
holes_3	cc154f72a5058d0402561ec944f79cf1 edge vertical 0 P1.v2 1 vertex 2 both
holes_3	cc1cc327b1058d0402561ecb8fcf8e62 edge vertical 0 P1.v1 1 vertex 1 both
holes_3	cc2436dcbd058d0402561ecddaa77fd3 edge vertical 0 P1.v0 1 vertex 0 both
holes_3	e6b854069efc02ec87f3908a6cb12534 edge top_edge 0 P1.s3 1 segment 3 end
holes_3	e6bfc7bbaafc02ec87f3908cb78916a5 edge top_edge 0 P1.s2 1 segment 2 end
holes_3	e6c73b70b6fc02ec87f3908f02610816 edge top_edge 0 P1.s1 1 segment 1 end
holes_3	e6ceaf25c2fc02ec87f390914d38f987 edge top_edge 0 P1.s0 1 segment 0 end
holes_3	e8daa2be2ec7a2b270e0ef4620e342f4 edge bottom_edge 0 P1.s0 1 segment 0 start
holes_3	e8e216733ac7a2b270e0ef486bbb3465 edge bottom_edge 0 P1.s1 1 segment 1 start
holes_3	e8e98a2846c7a2b270e0ef4ab69325d6 edge bottom_edge 0 P1.s2 1 segment 2 start
holes_3	e8f0fddd52c7a2b270e0ef4d016b1747 edge bottom_edge 0 P1.s3 1 segment 3 start
holes_3	ec365adeb30580156b92ab32c7edbad8 edge vertical 0 P3.v1 3 vertex 1 both
holes_3	ec3dce93bf0580156b92ab3512c5ac49 edge vertical 0 P3.v0 3 vertex 0 both
holes_3	ec454248cb0580156b92ab375d9d9dba edge vertical 0 P3.v3 3 vertex 3 both
holes_3	ec4cb5fdd70580156b92ab39a8758f2b edge vertical 0 P3.v2 3 vertex 2 both
holes_3	f2d0b626b8f9281ab80844740d2a9f34 face wall 0 P1.s0 1 segment 0 both
holes_3	f2d829dbc4f9281ab8084476580290a5 face wall 0 P1.s1 1 segment 1 both
holes_3	f2df9d90d0f9281ab8084478a2da8216 face wall 0 P1.s2 1 segment 2 both
holes_3	f2e71145dcf9281ab808447aedb27387 face wall 0 P1.s3 1 segment 3 both
holes_3	f486829688fc0fdb1eb70f70291b33cc edge top_edge 0 P3.s1 3 segment 1 end
holes_3	f48df64b94fc0fdb1eb70f7273f3253d edge top_edge 0 P3.s0 3 segment 0 end
holes_3	f4956a00a0fc0fdb1eb70f74becb16ae edge top_edge 0 P3.s3 3 segment 3 end
holes_3	f49cddb5acfc0fdb1eb70f7709a3081f edge top_edge 0 P3.s2 3 segment 2 end
holes_3	f68b0279e8c7afa107a46e22b1ed8bc8 edge bottom_edge 0 P3.s2 3 segment 2 start
holes_3	f692762ef4c7afa107a46e24fcc57d39 edge bottom_edge 0 P3.s3 3 segment 3 start
holes_3	f699e9e400c7afa107a46e27479d6eaa edge bottom_edge 0 P3.s0 3 segment 0 start
holes_3	f6a15d990cc7afa107a46e299275601b edge bottom_edge 0 P3.s1 3 segment 1 start
holes_3_labelled	0e6af3b2578bb40c0d32b5f97765f1a2 edge top_edge 0 L102 0 segment 1 end
holes_3_labelled	13202e298d7c0bc0eed726b6b40a5387 vertex top_vertex 0 L604 1 vertex 3 end
holes_3_labelled	15cbf1f26bc65e7022358a1b35ef5af8 face wall 0 L502 1 segment 1 both
holes_3_labelled	17b89c880e8bb2d60769c0b4d7228a5a edge top_edge 0 L803 3 segment 1 end
holes_3_labelled	18542c0734c65cb1733f86f1dbf993b0 face wall 0 L651 2 segment 0 both
holes_3_labelled	1a4f3186f53f4b1256c199064248d93b edge bottom_edge 0 L501 1 segment 0 start
holes_3_labelled	1aafb57d917c0ba6b9a5aad49f0dc66e vertex top_vertex 0 L601 1 vertex 0 end
holes_3_labelled	1fa2000c968bb1bf84e3770c5cd10cc5 edge top_edge 0 L502 1 segment 1 end
holes_3_labelled	22ab87892bc875e0fca7ad766a9bfb72 vertex bottom_vertex 0 L903 3 vertex 2 start
holes_3_labelled	236cee87af3f4b028a730bb319716272 edge bottom_edge 0 L504 1 segment 3 start
holes_3_labelled	2454a1a1bf81e67b59b956e917438b93 face start_cap 0 L100,L500,L650,L800 cap start
holes_3_labelled	2702fe4caac65c2399e64b2e1b5a761b face wall 0 L102 0 segment 1 both
holes_3_labelled	33c102f88b7c0eb5ac20b1f58c8f1d3d vertex top_vertex 0 L204 0 vertex 3 end
holes_3_labelled	34a3fae1ee3f48b60223ccc5fedc7d95 edge bottom_edge 0 L104 0 segment 3 start
holes_3_labelled	36a476bfb08bb1c4bd9a37bc42096580 edge top_edge 0 L503 1 segment 2 end
holes_3_labelled	37d8d03be28bb2cb73d1f41193836c4c edge top_edge 0 L801 3 segment 3 end
holes_3_labelled	3e4a37e6e60340b0ecf12bcd6a720a7a edge vertical 0 L904 3 vertex 1 both
holes_3_labelled	410d99bb4cc876f239a75a35b243b793 vertex bottom_vertex 0 L203 0 vertex 2 start
holes_3_labelled	42cbbb3cffc875d6690fe0d326fcdd64 vertex bottom_vertex 0 L901 3 vertex 0 start
holes_3_labelled	42d0e40af7033f5615d45b3293475ce5 edge vertical 0 L202 0 vertex 1 both
holes_3_labelled	48b4a2e3c57c0bb12b132c34697e77e4 vertex top_vertex 0 L603 1 vertex 2 end
holes_3_labelled	4be6c2229d3f4a3ae34b3966f226ca32 edge bottom_edge 0 L802 3 segment 2 start
holes_3_labelled	4ee2a5297fc65ad897a29ab74b52da75 face wall 0 L801 3 segment 3 both
holes_3_labelled	51e4221eef8bb4114e74097a3ae9e583 edge top_edge 0 L103 0 segment 2 end
holes_3_labelled	56d9ad23ba7c0d45d889262885a03b4a vertex top_vertex 0 L902 3 vertex 3 end
holes_3_labelled	5b0886e5c1c87592325e5bbbd42c4c69 vertex bottom_vertex 0 L904 3 vertex 1 start
holes_3_labelled	5c977306e2c65c13d62250abd0ce9a78 face wall 0 L101 0 segment 0 both
holes_3_labelled	5e223c24113f4a1b4aae1ec0a077dca0 edge bottom_edge 0 L804 3 segment 0 start
holes_3_labelled	6136db5afa40ab66e58af55268cb2a24 vertex seam_vertex 1 L751 2 vertex 0 end
holes_3_labelled	6350ef68c5033cff0f47beac60d05dd9 edge vertical 0 L604 1 vertex 3 both
holes_3_labelled	695577b2c37c0ea5e85cb7734203419a vertex top_vertex 0 L203 0 vertex 2 end
holes_3_labelled	6bdf0f49648bb2b1472b0b005cd27a59 edge top_edge 0 L804 3 segment 0 end
holes_3_labelled	6c4f254d1a0340bb5e5ead2d34e2bbf0 edge vertical 0 L902 3 vertex 3 both
holes_3_labelled	77637574083f4c0403aebdf0168d42f0 edge bottom_edge 0 L651 2 segment 0 start
holes_3_labelled	77d71e6621c65e6066fc2269c9af1a7b face wall 0 L501 1 segment 0 both
holes_3_labelled	795a345f4ac873fd8d72f49896562429 vertex bottom_vertex 0 L603 1 vertex 2 start
holes_3_labelled	7ce7928fb3c65ae309101c1715c38beb face wall 0 L803 3 segment 1 both
holes_3_labelled	80f4db66dbc65e509aad9516a0d7a3b2 face wall 0 L504 1 segment 3 both
holes_3_labelled	8486c827e4c876f77ae8adb675c7ab74 vertex bottom_vertex 0 L204 0 vertex 3 start
holes_3_labelled	84de9a89ee7c0d5049f6a7885010ecc0 vertex top_vertex 0 L904 3 vertex 1 end
holes_3_labelled	8601e300e63f48d0486a6e49d07040fa edge bottom_edge 0 L103 0 segment 2 start
holes_3_labelled	864a12778f033f5b5715aeb356cb50c6 edge vertical 0 L201 0 vertex 0 both
holes_3_labelled	9155dccef9033d0980b5400c2b410f4f edge vertical 0 L602 1 vertex 1 both
holes_3_labelled	922be7c11ac65c04125e56298642bed5 face wall 0 L104 0 segment 3 both
holes_3_labelled	98df9b352cdb35e42ba70881c25ed792 face end_cap 0 L100,L500,L650,L800 cap end
holes_3_labelled	997a68131ec873f2f9db27f552b7061b vertex bottom_vertex 0 L601 1 vertex 0 start
holes_3_labelled	9cb4663b0a4fa788184dc9a053a87453 edge seam 0 L751 2 vertex 0 both
holes_3_labelled	9e0067ea8d8bafb74ce575a92fef8a55 edge top_edge 0 L651 2 segment 0 end
holes_3_labelled	a1418e60253f4b1cd9444007c950c0fd edge bottom_edge 0 L503 1 segment 2 start
holes_3_labelled	a6ca1dd55d033d045089122d245451ba edge vertical 0 L603 1 vertex 2 both
holes_3_labelled	a7c8b661f88bb2d0bd9dda633552fb53 edge top_edge 0 L802 3 segment 2 end
holes_3_labelled	accea61f5b7c0eab299e0af40587357b vertex top_vertex 0 L202 0 vertex 1 end
holes_3_labelled	adf1ee96533f4a2b2811d1b585e689b5 edge bottom_edge 0 L801 3 segment 3 start
holes_3_labelled	ae3a1e0cfc0340b636bd121f0c419981 edge vertical 0 L903 3 vertex 2 both
holes_3_labelled	afb219e6808bb1ba3b1790babb017dbe edge top_edge 0 L501 1 segment 0 end
holes_3_labelled	b126c3f0478bb44099bff9011a8d786c edge top_edge 0 L104 0 segment 3 end
holes_3_labelled	b2bba16315c875dbb2dbc724c8cc6c6b vertex bottom_vertex 0 L902 3 vertex 3 start
holes_3_labelled	b84405133f3f4b2211fb00b7ae8919b8 edge bottom_edge 0 L502 1 segment 1 start
holes_3_labelled	b8e4d997707c0d361d4fbe77195ffacd vertex top_vertex 0 L901 3 vertex 0 end
holes_3_labelled	ba1b3ce21cc876e7b724b3342b3bcfd1 vertex bottom_vertex 0 L201 0 vertex 0 start
holes_3_labelled	bbde8731c7033f4b9351b4310c3f7523 edge vertical 0 L204 0 vertex 3 both
holes_3_labelled	bcd362cbe2c87402ceb4481959da180a vertex bottom_vertex 0 L604 1 vertex 3 start
holes_3_labelled	c25dd04a868bb1f41170ba13fff8938f edge top_edge 0 L504 1 segment 3 end
holes_3_labelled	c97b116d7e3f48d589abc1ca93f434db edge bottom_edge 0 L102 0 segment 1 start
holes_3_labelled	caf1c545bf8bb406cbf16278b3e1fdc1 edge top_edge 0 L101 0 segment 0 end
holes_3_labelled	d4cf0b3b91033d0ec1f6938ceec50330 edge vertical 0 L601 1 vertex 0 both
holes_3_labelled	dbf6dbfc873f4a35997f531550573b2b edge bottom_edge 0 L803 3 segment 1 start
holes_3_labelled	dc3f0b73300340c0a82a937ed6b24af7 edge vertical 0 L901 3 vertex 0 both
holes_3_labelled	dcf3967fb6c873f83b1c7b76163af9fc vertex bottom_vertex 0 L602 1 vertex 1 start
holes_3_labelled	e2631ad9937c0e9b65da1071bafb59d8 vertex top_vertex 0 L201 0 vertex 0 end
holes_3_labelled	e389cfe012c65c1e58a4f7ad57d6823a face wall 0 L103 0 segment 2 both
holes_3_labelled	e51b40c3597c0bb67d69a556e999a211 vertex top_vertex 0 L602 1 vertex 1 end
holes_3_labelled	e6e9c6fda47c0d408ebd3fd6e3d0ac43 vertex top_vertex 0 L903 3 vertex 2 end
holes_3_labelled	ecd778b5c9c65ae852dc0268b7931af2 face wall 0 L802 3 segment 2 both
holes_3_labelled	ed1ef1b8078c6afc26a63c712d70f2ff vertex seam_vertex 0 L751 2 vertex 0 start
holes_3_labelled	fd946b4eb4c876ecf86606b4eebfc3b2 vertex bottom_vertex 0 L202 0 vertex 1 start
holes_3_labelled	fec97b3f51c65e6ae97ec96b50b7023d face wall 0 L503 1 segment 2 both
holes_3_labelled	ff0f8627b63f48c5c5e7c74849685938 edge bottom_edge 0 L101 0 segment 0 start
holes_3_labelled	ff12f2b73dc65ac8ba3ee7c265e42d60 face wall 0 L804 3 segment 0 both
holes_3_labelled	ff57b59e5f033f50d49307b1cfc36904 edge vertical 0 L203 0 vertex 2 both
holes_3_reversed_direction	0e6af3b2578bb40c0d32b5f97765f1a2 edge top_edge 0 L102 0 segment 1 end
holes_3_reversed_direction	13202e298d7c0bc0eed726b6b40a5387 vertex top_vertex 0 L604 1 vertex 3 end
holes_3_reversed_direction	15cbf1f26bc65e7022358a1b35ef5af8 face wall 0 L502 1 segment 1 both
holes_3_reversed_direction	17b89c880e8bb2d60769c0b4d7228a5a edge top_edge 0 L803 3 segment 1 end
holes_3_reversed_direction	18542c0734c65cb1733f86f1dbf993b0 face wall 0 L651 2 segment 0 both
holes_3_reversed_direction	1a4f3186f53f4b1256c199064248d93b edge bottom_edge 0 L501 1 segment 0 start
holes_3_reversed_direction	1aafb57d917c0ba6b9a5aad49f0dc66e vertex top_vertex 0 L601 1 vertex 0 end
holes_3_reversed_direction	1fa2000c968bb1bf84e3770c5cd10cc5 edge top_edge 0 L502 1 segment 1 end
holes_3_reversed_direction	22ab87892bc875e0fca7ad766a9bfb72 vertex bottom_vertex 0 L903 3 vertex 2 start
holes_3_reversed_direction	236cee87af3f4b028a730bb319716272 edge bottom_edge 0 L504 1 segment 3 start
holes_3_reversed_direction	2454a1a1bf81e67b59b956e917438b93 face start_cap 0 L100,L500,L650,L800 cap start
holes_3_reversed_direction	2702fe4caac65c2399e64b2e1b5a761b face wall 0 L102 0 segment 1 both
holes_3_reversed_direction	33c102f88b7c0eb5ac20b1f58c8f1d3d vertex top_vertex 0 L204 0 vertex 3 end
holes_3_reversed_direction	34a3fae1ee3f48b60223ccc5fedc7d95 edge bottom_edge 0 L104 0 segment 3 start
holes_3_reversed_direction	36a476bfb08bb1c4bd9a37bc42096580 edge top_edge 0 L503 1 segment 2 end
holes_3_reversed_direction	37d8d03be28bb2cb73d1f41193836c4c edge top_edge 0 L801 3 segment 3 end
holes_3_reversed_direction	3e4a37e6e60340b0ecf12bcd6a720a7a edge vertical 0 L904 3 vertex 1 both
